廣韻韻部順序&廣韻韻部原貌(調整前),小韻序,上字,下字,中古拼音(polyhedron 版),廣韻字頭(覈校後),小韻內字序
上平03鍾,64,蜀,庸,zjyung,𩌨,3
上平03鍾,65,九,容,kyung,恭,1
上平03鍾,65,九,容,kyung,龔,2
上平03鍾,65,九,容,kyung,供,3
上平03鍾,65,九,容,kyung,珙,4
上平03鍾,65,九,容,kyung,䢼,5
上平03鍾,65,九,容,kyung,共,6
上平03鍾,65,九,容,kyung,𤱨,7
上平03鍾,65,九,容,kyung,廾,8
上平03鍾,65,九,容,kyung,髸,9
上平03鍾,65,九,容,kyung,䳍,10
上平03鍾,66,息,恭,syung,蜙,1
上平03鍾,66,息,恭,syung,淞,2
上平03鍾,66,息,恭,syung,凇,3
上平03鍾,66,息,恭,syung,鬆,4
上平03鍾,66,息,恭,syung,倯,5
上平03鍾,66,息,恭,syung,𢔋,6
上平03鍾,67,七,恭,chyung,樅,1
上平03鍾,67,七,恭,chyung,鏦,2
上平03鍾,67,七,恭,chyung,從,3
上平03鍾,67,七,恭,chyung,暰,4
上平03鍾,67,七,恭,chyung,䗥,5
上平03鍾,67,七,恭,chyung,瑽,6
上平03鍾,67,七,恭,chyung,摐,7
上平03鍾,67,七,恭,chyung,䐫,8
上平03鍾,67,七,恭,chyung,𥡬,9
上平03鍾,67,七,恭,chyung,𧺣,10
上平03鍾,67,七,恭,chyung,鬆,11
上平03鍾,67,七,恭,chyung,𨑪,12
上平03鍾,68,曲,恭,khyung,銎,1
上平03鍾,68,曲,恭,khyung,𥳎,2
上平04江,69,古,雙,krung,江,1
上平04江,69,古,雙,krung,扛,2
上平04江,69,古,雙,krung,杠,3
上平04江,69,古,雙,krung,茳,4
上平04江,69,古,雙,krung,釭,5
上平04江,69,古,雙,krung,矼,6
上平04江,69,古,雙,krung,豇,7
上平04江,69,古,雙,krung,肛,8
上平04江,69,古,雙,krung,玒,9
上平04江,69,古,雙,krung,𧢸,10
上平04江,69,古,雙,krung,䜫,11
上平04江,70,莫,江,mrung,厖,1
上平04江,70,莫,江,mrung,駹,2
上平04江,70,莫,江,mrung,狵,3
上平04江,70,莫,江,mrung,尨,4
上平04江,70,莫,江,mrung,浝,5
上平04江,70,莫,江,mrung,哤,6
上平04江,70,莫,江,mrung,牻,7
上平04江,70,莫,江,mrung,娏,8
上平04江,70,莫,江,mrung,䵨,9
上平04江,70,莫,江,mrung,㟌,10
上平04江,70,莫,江,mrung,蛖,11
上平04江,70,莫,江,mrung,𥆙,12
上平04江,70,莫,江,mrung,痝,13
上平04江,70,莫,江,mrung,𠈵,14
上平04江,71,女,江,nrung,𦗳,1
上平04江,71,女,江,nrung,𣰊,2
上平04江,71,女,江,nrung,涳,3
上平04江,71,女,江,nrung,噥,4
上平04江,71,女,江,nrung,𩟊,5
上平04江,71,女,江,nrung,鬞,6
上平04江,71,女,江,nrung,䁸,7
上平04江,71,女,江,nrung,𪆯,8
上平04江,72,楚,江,chrung,囪,1
上平04江,72,楚,江,chrung,窻,2
上平04江,72,楚,江,chrung,牕,3
上平04江,72,楚,江,chrung,窓,4
上平04江,72,楚,江,chrung,䎫,5
上平04江,72,楚,江,chrung,堫,6
上平04江,72,楚,江,chrung,摐,7
上平04江,72,楚,江,chrung,鏦,8
上平04江,72,楚,江,chrung,𥎋,9
上平04江,73,博,江,prung,邦,1
上平04江,73,博,江,prung,𤰫,2
上平04江,73,博,江,prung,梆,3
上平04江,73,博,江,prung,垹,4
上平04江,74,下,江,ghrung,栙,1
上平04江,74,下,江,ghrung,䜶,2
上平04江,74,下,江,ghrung,降,3
上平04江,74,下,江,ghrung,缸,4
上平04江,74,下,江,ghrung,瓨,5
上平04江,74,下,江,ghrung,洚,6
上平04江,74,下,江,ghrung,夅,7
上平04江,74,下,江,ghrung,跭,8
上平04江,75,匹,江,phrung,胮,1
上平04江,75,匹,江,phrung,𤵸,2
上平04江,75,匹,江,phrung,𩐨,3
上平04江,75,匹,江,phrung,𪔔,4
上平04江,75,匹,江,phrung,𪐿,5
上平04江,76,呂,江,lrung,瀧,1
上平04江,76,呂,江,lrung,䮾,2
上平04江,77,所,江,srung,雙,1
上平04江,77,所,江,srung,艭,2
上平04江,77,所,江,srung,䉶,3
上平04江,77,所,江,srung,𢥠,4
上平04江,77,所,江,srung,䝄,5
上平04江,77,所,江,srung,瀧,6
上平04江,77,所,江,srung,𨇯,7
上平04江,78,薄,江,brung,龐,1
上平04江,78,薄,江,brung,逄,2
上平04江,78,薄,江,brung,胮,3
上平04江,78,薄,江,brung,𩐨,4
上平04江,78,薄,江,brung,舽,5
上平04江,79,許,江,hrung,肛,1
上平04江,79,許,江,hrung,啌,2
上平04江,79,許,江,hrung,谾,3
上平04江,79,許,江,hrung,舡,4
上平04江,80,握,江,qrung,胦,1
上平04江,81,苦,江,khrung,腔,1
上平04江,81,苦,江,khrung,𤟄,2
上平04江,81,苦,江,khrung,羫,3
上平04江,81,苦,江,khrung,控,4
上平04江,81,苦,江,khrung,椌,5
上平04江,81,苦,江,khrung,悾,6
上平04江,81,苦,江,khrung,跫,7
上平04江,81,苦,江,khrung,涳,8
上平04江,81,苦,江,khrung,崆,9
上平04江,81,苦,江,khrung,𩩝,10
上平04江,81,苦,江,khrung,㾤,11
上平04江,81,苦,江,khrung,㼹,12
上平04江,82,宅,江,drung,幢,1
上平04江,82,宅,江,drung,撞,2
上平04江,82,宅,江,drung,橦,3
上平04江,82,宅,江,drung,𣃘,4
上平04江,82,宅,江,drung,噇,5
上平04江,82,宅,江,drung,𩪘,6
上平04江,83,丑,江,thrung,憃,1
上平04江,83,丑,江,thrung,䚎,2
上平04江,83,丑,江,thrung,𥡟,3
上平04江,83,丑,江,thrung,䄝,4
上平04江,83,丑,江,thrung,𧜧,5
上平04江,84,都,江,trung,樁,1
上平04江,84,都,江,trung,𣻛,2
上平04江,85,五,江,ngrung,㟅,1
上平04江,86,士,江,zrung,淙,1
上平04江,86,士,江,zrung,鬃,2
上平04江,86,士,江,zrung,㼻,3
上平04江,86,士,江,zrung,𩞐,4
上平05支,87,章,移,cje,支,1
上平05支,87,章,移,cje,𥾣,2
上平05支,87,章,移,cje,只,3
上平05支,87,章,移,cje,汥,4
上平05支,87,章,移,cje,㲍,5
上平05支,87,章,移,cje,巵,6
上平05支,87,章,移,cje,梔,7
上平05支,87,章,移,cje,枝,8
上平05支,87,章,移,cje,衹,9
上平05支,87,章,移,cje,㽻,10
上平05支,87,章,移,cje,衼,11
上平05支,87,章,移,cje,肢,12
上平05支,87,章,移,cje,胑,13
上平05支,87,章,移,cje,𨈛,14
上平05支,87,章,移,cje,禔,15
上平05支,87,章,移,cje,馶,16
上平05支,87,章,移,cje,氏,17
上平05支,87,章,移,cje,疻,18
上平05支,87,章,移,cje,㩼,19
上平05支,87,章,移,cje,鳷,20
上平05支,87,章,移,cje,䧴,21
上平05支,87,章,移,cje,觶,22
上平05支,87,章,移,cje,榰,23
上平05支,87,章,移,cje,㯄,24
上平05支,87,章,移,cje,𪂅,25
上平05支,87,章,移,cje,𧌔,26
上平05支,87,章,移,cje,眵,27
上平05支,87,章,移,cje,䡋,28
上平05支,87,章,移,cje,𩍲,29
上平05支,88,弋,支,je,移,1
上平05支,88,弋,支,je,䄬,2
上平05支,88,弋,支,je,迻,3
上平05支,88,弋,支,je,𠩗,4
上平05支,88,弋,支,je,杝,5
上平05支,88,弋,支,je,鉹,6
上平05支,88,弋,支,je,袲,7
上平05支,88,弋,支,je,箷,8
上平05支,88,弋,支,je,𥠥,9
上平05支,88,弋,支,je,㥴,10
上平05支,88,弋,支,je,詑,11
上平05支,88,弋,支,je,簃,12
上平05支,88,弋,支,je,䔟,13
上平05支,88,弋,支,je,熪,14
上平05支,88,弋,支,je,扅,15
上平05支,88,弋,支,je,衪,16
上平05支,88,弋,支,je,暆,17
上平05支,88,弋,支,je,迆,18
上平05支,88,弋,支,je,𤝻,19
上平05支,88,弋,支,je,栘,20
上平05支,88,弋,支,je,歋,21
上平05支,88,弋,支,je,酏,22
上平05支,88,弋,支,je,匜,23
上平05支,88,弋,支,je,拸,24
上平05支,88,弋,支,je,謻,25
上平05支,88,弋,支,je,𠗺,26
上平05支,88,弋,支,je,蛇,27
上平05支,88,弋,支,je,虵,28
上平05支,88,弋,支,je,螔,29
上平05支,88,弋,支,je,𠐀,30
上平05支,88,弋,支,je,𣣢,31
上平05支,88,弋,支,je,䬁,32
上平05支,89,薳,支,ye,爲,1
上平05支,89,薳,支,ye,為,2
上平05支,89,薳,支,ye,潙,3
上平05支,89,薳,支,ye,䧦,4
上平05支,89,薳,支,ye,鄬,5
上平05支,89,薳,支,ye,𩻟,6
上平05支,90,居,爲,kye,嬀,1
上平05支,90,居,爲,kye,潙,2
上平05支,91,許,爲,hye,𪎮,1
上平05支,91,許,爲,hye,麾,2
上平05支,91,許,爲,hye,噅,3
上平05支,91,許,爲,hye,撝,4
上平05支,91,許,爲,hye,𩻟,5
上平05支,91,許,爲,hye,䧦,6
上平05支,92,於,爲,qye,逶,1
上平05支,92,於,爲,qye,𣨙,2
上平05支,92,於,爲,qye,萎,3
上平05支,92,於,爲,qye,㮃,4
上平05支,92,於,爲,qye,覣,5
上平05支,92,於,爲,qye,蜲,6
上平05支,92,於,爲,qye,痿,7
上平05支,92,於,爲,qye,倭,8
上平05支,92,於,爲,qye,委,9
上平05支,92,於,爲,qye,䴧,10
上平05支,92,於,爲,qye,蟡,11
上平05支,93,靡,爲,mie,糜,1
上平05支,93,靡,爲,mie,縻,2
上平05支,93,靡,爲,mie,㸏,3
上平05支,93,靡,爲,mie,𪎕,4
上平05支,93,靡,爲,mie,蘼,5
上平05支,93,靡,爲,mie,䊳,6
上平05支,93,靡,爲,mie,𪎭,7
上平05支,93,靡,爲,mie,𦗕,8
上平05支,93,靡,爲,mie,醿,9
上平05支,94,許,規,hjye,隓,1
上平05支,94,許,規,hjye,墮,2
上平05支,94,許,規,hjye,隳,3
上平05支,94,許,規,hjye,眭,4
上平05支,94,許,規,hjye,觿,5
上平05支,94,許,規,hjye,睢,6
上平05支,94,許,規,hjye,䜐,7
上平05支,94,許,規,hjye,鑴,8
上平05支,94,許,規,hjye,蘳,9
上平05支,95,直,垂,drye,鬌,1
上平05支,95,直,垂,drye,錘,2
上平05支,95,直,垂,drye,甀,3
上平05支,96,是,爲,zjye,𡍮,1
上平05支,96,是,爲,zjye,垂,2
上平05支,96,是,爲,zjye,陲,3
上平05支,96,是,爲,zjye,倕,4
上平05支,96,是,爲,zjye,𦈼,5
上平05支,96,是,爲,zjye,𨿠,6
上平05支,96,是,爲,zjye,圌,7
上平05支,96,是,爲,zjye,篅,8
上平05支,96,是,爲,zjye,𥳙,9
上平05支,96,是,爲,zjye,𠃀,10
上平05支,97,力,爲,lye,羸,1
上平05支,97,力,爲,lye,𡰠,2
上平05支,98,昌,垂,chjye,吹,1
上平05支,98,昌,垂,chjye,炊,2
上平05支,98,昌,垂,chjye,䶴,3
上平05支,99,敷,羈,phie,鈹,1
上平05支,99,敷,羈,phie,帔,2
上平05支,99,敷,羈,phie,鮍,3
上平05支,99,敷,羈,phie,披,4
上平05支,99,敷,羈,phie,𤱍,5
上平05支,99,敷,羈,phie,耚,6
上平05支,99,敷,羈,phie,狓,7
上平05支,99,敷,羈,phie,翍,8
上平05支,99,敷,羈,phie,旇,9
上平05支,99,敷,羈,phie,秛,10
上平05支,99,敷,羈,phie,𤿎,11
上平05支,99,敷,羈,phie,㱟,12
上平05支,100,彼,爲,pie,陂,1
上平05支,100,彼,爲,pie,詖,2
上平05支,100,彼,爲,pie,碑,3
上平05支,100,彼,爲,pie,羆,4
上平05支,100,彼,爲,pie,𥀍,5
上平05支,100,彼,爲,pie,𨰟,6
上平05支,100,彼,爲,pie,𤜑,7
上平05支,100,彼,爲,pie,𨧦,8
上平05支,100,彼,爲,pie,𥶓,9
上平05支,100,彼,爲,pie,襬,10
上平05支,100,彼,爲,pie,藣,11
上平05支,101,旬,爲,zsye,隨,1
上平05支,101,旬,爲,zsye,隋,2
上平05支,101,旬,爲,zsye,𥶻,3
上平05支,102,去,爲,khye,虧,1
上平05支,103,去,隨,khjye,闚,1
上平05支,103,去,隨,khjye,窺,2
上平05支,104,渠,羈,gie,奇,1
上平05支,104,渠,羈,gie,琦,2
上平05支,104,渠,羈,gie,騎,3
上平05支,104,渠,羈,gie,鵸,4
上平05支,104,渠,羈,gie,弜,5
上平05支,104,渠,羈,gie,鬾,6
上平05支,104,渠,羈,gie,碕,7
上平05支,104,渠,羈,gie,𢺷,8
上平05支,104,渠,羈,gie,㩽,9
上平05支,104,渠,羈,gie,錡,10
上平05支,105,巨,支,gje,祇,1
上平05支,105,巨,支,gje,示,2
上平05支,105,巨,支,gje,衹,3
上平05支,105,巨,支,gje,岐,4
上平05支,105,巨,支,gje,歧,5
上平05支,105,巨,支,gje,𨙸,6
上平05支,105,巨,支,gje,馶,7
上平05支,105,巨,支,gje,疧,8
上平05支,105,巨,支,gje,蚑,9
上平05支,105,巨,支,gje,忯,10
上平05支,105,巨,支,gje,䞚,11
上平05支,105,巨,支,gje,翄,12
上平05支,105,巨,支,gje,𢻚,13
上平05支,105,巨,支,gje,軝,14
上平05支,105,巨,支,gje,𩉬,15
上平05支,105,巨,支,gje,芪,16
上平05支,105,巨,支,gje,汥,17
上平05支,105,巨,支,gje,跂,18
上平05支,105,巨,支,gje,䲬,19
上平05支,105,巨,支,gje,蚔,20
上平05支,105,巨,支,gje,䉻,21
上平05支,105,巨,支,gje,𦭲,22
上平05支,105,巨,支,gje,伎,23
上平05支,105,巨,支,gje,𨱜,24
上平05支,105,巨,支,gje,𠁭,25
上平05支,106,許,羈,hie,犧,1
上平05支,106,許,羈,hie,羲,2
上平05支,106,許,羈,hie,焁,3
上平05支,106,許,羈,hie,桸,4
上平05支,106,許,羈,hie,巇,5
上平05支,106,許,羈,hie,羛,6
上平05支,106,許,羈,hie,戲,7
上平05支,106,許,羈,hie,𤃪,8
上平05支,106,許,羈,hie,曦,9
上平05支,106,許,羈,hie,𢹍,10
上平05支,106,許,羈,hie,𧕆,11
上平05支,106,許,羈,hie,䚙,12
上平05支,106,許,羈,hie,䖒,13
上平05支,106,許,羈,hie,㺣,14
上平05支,106,許,羈,hie,𣤴,15
上平05支,106,許,羈,hie,𢨛,16
上平05支,106,許,羈,hie,㚀,17
上平05支,106,許,羈,hie,隵,18
上平05支,107,去,奇,khie,㩻,1
上平05支,107,去,奇,khie,觭,2
上平05支,107,去,奇,khie,踦,3
上平05支,107,去,奇,khie,㱦,4
上平05支,107,去,奇,khie,崎,5
上平05支,107,去,奇,khie,𦖊,6
上平05支,107,去,奇,khie,碕,7
上平05支,107,去,奇,khie,𤘌,8
上平05支,107,去,奇,khie,㥓,9
上平05支,107,去,奇,khie,䗁,10
上平05支,107,去,奇,khie,攲,11
上平05支,108,魚,羈,ngie,宜,1
上平05支,108,魚,羈,ngie,宐,2
上平05支,108,魚,羈,ngie,𠣨,3
上平05支,108,魚,羈,ngie,㝖,4
上平05支,108,魚,羈,ngie,儀,5
上平05支,108,魚,羈,ngie,𥫃,6
上平05支,108,魚,羈,ngie,䣡,7
上平05支,108,魚,羈,ngie,䴊,8
上平05支,108,魚,羈,ngie,轙,9
上平05支,108,魚,羈,ngie,涯,10
上平05支,108,魚,羈,ngie,崖,11
上平05支,109,符,羈,bie,皮,1
上平05支,109,符,羈,bie,疲,2
上平05支,109,符,羈,bie,郫,3
上平05支,109,符,羈,bie,罷,4
上平05支,109,符,羈,bie,㯅,5
上平05支,109,符,羈,bie,犤,6
上平05支,110,是,支,zje,提,1
上平05支,110,是,支,zje,𦑡,2
上平05支,110,是,支,zje,㖷,3
上平05支,110,是,支,zje,匙,4
上平05支,110,是,支,zje,䈕,5
上平05支,110,是,支,zje,堤,6
上平05支,110,是,支,zje,禔,7
上平05支,110,是,支,zje,𦳚,8
上平05支,110,是,支,zje,忯,9
上平05支,110,是,支,zje,姼,10
上平05支,110,是,支,zje,眂,11
上平05支,110,是,支,zje,𣏚,12
上平05支,111,汝,移,nje,兒,1
上平05支,111,汝,移,nje,𠒆,2
上平05支,111,汝,移,nje,唲,3
上平05支,111,汝,移,nje,婼,4
上平05支,112,呂,支,lie,離,1
上平05支,112,呂,支,lie,籬,2
上平05支,112,呂,支,lie,醨,3
上平05支,112,呂,支,lie,罹,4
上平05支,112,呂,支,lie,璃,5
上平05支,112,呂,支,lie,酈,6
上平05支,112,呂,支,lie,𣀷,7
上平05支,112,呂,支,lie,驪,8
上平05支,112,呂,支,lie,𪖂,9
上平05支,112,呂,支,lie,樆,10
上平05支,112,呂,支,lie,鸝,11
上平05支,112,呂,支,lie,鵹,12
上平05支,112,呂,支,lie,𪅆,13
上平05支,112,呂,支,lie,縭,14
上平05支,112,呂,支,lie,褵,15
上平05支,112,呂,支,lie,蘺,16
上平05支,112,呂,支,lie,䕻,17
上平05支,112,呂,支,lie,麗,18
上平05支,112,呂,支,lie,离,19
上平05支,112,呂,支,lie,䍦,20
上平05支,112,呂,支,lie,㰚,21
上平05支,112,呂,支,lie,蠡,22
上平05支,112,呂,支,lie,䅻,23
上平05支,112,呂,支,lie,孋,24
上平05支,112,呂,支,lie,漓,25
上平05支,112,呂,支,lie,灕,26
上平05支,112,呂,支,lie,𧕯,27
上平05支,112,呂,支,lie,㷰,28
上平05支,112,呂,支,lie,𧕮,29
上平05支,112,呂,支,lie,攡,30
上平05支,112,呂,支,lie,黐,31
上平05支,112,呂,支,lie,矖,32
上平05支,112,呂,支,lie,穲,33
上平05支,112,呂,支,lie,𢟢,34
上平05支,112,呂,支,lie,𢥗,35
上平05支,112,呂,支,lie,謧,36
上平05支,112,呂,支,lie,劙,37
上平05支,113,疾,移,zie,疵,1
上平05支,113,疾,移,zie,骴,2
上平05支,113,疾,移,zie,玼,3
上平05支,113,疾,移,zie,茈,4
上平05支,113,疾,移,zie,𣐑,5
上平05支,113,疾,移,zie,胔,6
上平05支,113,疾,移,zie,飺,7
上平05支,113,疾,移,zie,鴜,8
上平05支,114,即,移,cie,貲,1
上平05支,114,即,移,cie,頿,2
上平05支,114,即,移,cie,鴜,3
上平05支,114,即,移,cie,𪕊,4
上平05支,114,即,移,cie,鮆,5
上平05支,114,即,移,cie,訾,6
上平05支,114,即,移,cie,鄑,7
上平05支,114,即,移,cie,㠿,8
上平05支,114,即,移,cie,媊,9
上平05支,114,即,移,cie,𨚖,10
上平05支,114,即,移,cie,㰣,11
上平05支,114,即,移,cie,鈭,12
上平05支,114,即,移,cie,姕,13
上平05支,114,即,移,cie,𦺱,14
上平05支,114,即,移,cie,䖪,15
上平05支,114,即,移,cie,觜,16
上平05支,115,居,宜,kie,羈,1
上平05支,115,居,宜,kie,畸,2
上平05支,115,居,宜,kie,羇,3
上平05支,115,居,宜,kie,掎,4
上平05支,115,居,宜,kie,攲,5
上平05支,115,居,宜,kie,奇,6
上平05支,115,居,宜,kie,㱦,7
上平05支,115,居,宜,kie,妓,8
上平05支,115,居,宜,kie,躸,9
上平05支,116,府,移,pje,卑,1
上平05支,116,府,移,pje,鵯,2
上平05支,116,府,移,pje,椑,3
上平05支,116,府,移,pje,箄,4
上平05支,116,府,移,pje,裨,5
上平05支,116,府,移,pje,鞞,6
上平05支,116,府,移,pje,𩔹,7
上平05支,116,府,移,pje,庳,8
上平05支,116,府,移,pje,渒,9
上平05支,116,府,移,pje,錍,10
上平05支,116,府,移,pje,𢃍,11
上平05支,117,符,支,bje,陴,1
上平05支,117,符,支,bje,𩫫,2
上平05支,117,符,支,bje,焷,3
上平05支,117,符,支,bje,脾,4
上平05支,117,符,支,bje,䴽,5
上平05支,117,符,支,bje,埤,6
上平05支,117,符,支,bje,裨,7
上平05支,117,符,支,bje,蜱,8
上平05支,117,符,支,bje,𧓎,9
上平05支,117,符,支,bje,螷,10
上平05支,117,符,支,bje,蠯,11
上平05支,117,符,支,bje,㯅,12
上平05支,117,符,支,bje,郫,13
上平05支,117,符,支,bje,𪌈,14
上平05支,117,符,支,bje,紕,15
上平05支,118,式,支,sje,䌳,1
上平05支,118,式,支,sje,絁,2
上平05支,118,式,支,sje,施,3
上平05支,118,式,支,sje,葹,4
上平05支,118,式,支,sje,䙾,5
上平05支,118,式,支,sje,鍦,6
上平05支,118,式,支,sje,鉈,7
上平05支,118,式,支,sje,鸍,8
上平05支,118,式,支,sje,𪓿,9
上平05支,118,式,支,sje,䗐,10
上平05支,118,式,支,sje,𧠜,11
上平05支,118,式,支,sje,𢻫,12
上平05支,119,息,移,sie,斯,1
上平05支,119,息,移,sie,虒,2
上平05支,119,息,移,sie,𩆵,3
上平05支,119,息,移,sie,榹,4
上平05支,119,息,移,sie,㴲,5
上平05支,119,息,移,sie,廝,6
上平05支,119,息,移,sie,㒋,7
上平05支,119,息,移,sie,凘,8
上平05支,119,息,移,sie,磃,9
上平05支,119,息,移,sie,㾷,10
上平05支,119,息,移,sie,傂,11
上平05支,119,息,移,sie,謕,12
上平05支,119,息,移,sie,鼶,13
上平05支,119,息,移,sie,𪆁,14
上平05支,119,息,移,sie,蟴,15
上平05支,119,息,移,sie,㽄,16
上平05支,119,息,移,sie,螔,17
上平05支,119,息,移,sie,䫢,18
上平05支,119,息,移,sie,䌳,19
上平05支,119,息,移,sie,䔮,20
上平05支,119,息,移,sie,菥,21
上平05支,119,息,移,sie,𥕶,22
上平05支,119,息,移,sie,蜤,23
上平05支,119,息,移,sie,燍,24
上平05支,119,息,移,sie,禠,25
上平05支,119,息,移,sie,鐁,26
上平05支,120,楚,宜,chrie,差,1
上平05支,120,楚,宜,chrie,嵯,2
上平05支,120,楚,宜,chrie,齹,3
上平05支,120,楚,宜,chrie,縒,4
上平05支,121,丑,知,thrie,摛,1
上平05支,121,丑,知,thrie,螭,2
上平05支,121,丑,知,thrie,誺,3
上平05支,121,丑,知,thrie,魑,4
上平05支,121,丑,知,thrie,黐,5
上平05支,121,丑,知,thrie,㷰,6
上平05支,121,丑,知,thrie,离,7
上平05支,121,丑,知,thrie,𡴥,8
上平05支,121,丑,知,thrie,彲,9
上平05支,122,武,移,mje,彌,1
上平05支,122,武,移,mje,𢏏,2
上平05支,122,武,移,mje,鸍,3
上平05支,122,武,移,mje,镾,4
上平05支,122,武,移,mje,䍘,5
上平05支,122,武,移,mje,𥹄,6
上平05支,122,武,移,mje,𥉓,7
上平05支,122,武,移,mje,瓕,8
上平05支,122,武,移,mje,獼,9
上平05支,122,武,移,mje,𥸀,10
上平05支,122,武,移,mje,檷,11
上平05支,122,武,移,mje,麊,12
上平05支,122,武,移,mje,冞,13
上平05支,122,武,移,mje,㜷,14
上平05支,122,武,移,mje,䥸,15
上平05支,122,武,移,mje,𥎖,16
上平05支,122,武,移,mje,瀰,17
上平05支,123,此,移,chie,雌,1
上平05支,123,此,移,chie,胔,2
上平05支,123,此,移,chie,姕,3
上平05支,123,此,移,chie,鈭,4
上平05支,123,此,移,chie,𦍧,5
上平05支,124,陟,離,trie,知,1
上平05支,124,陟,離,trie,䵹,2
上平05支,124,陟,離,trie,鼅,3
上平05支,124,陟,離,trie,蜘,4
上平05支,124,陟,離,trie,䣽,5
上平05支,124,陟,離,trie,䝷,6
上平05支,125,於,離,qie,漪,1
上平05支,125,於,離,qie,猗,2
上平05支,125,於,離,qie,椅,3
上平05支,125,於,離,qie,旖,4
上平05支,125,於,離,qie,禕,5
上平05支,125,於,離,qie,陭,6
上平05支,125,於,離,qie,欹,7
上平05支,125,於,離,qie,㾨,8
上平05支,125,於,離,qie,犄,9
上平05支,125,於,離,qie,𩕲,10
上平05支,125,於,離,qie,檹,11
上平05支,126,直,離,drie,馳,1
上平05支,126,直,離,drie,趍,2
上平05支,126,直,離,drie,池,3
上平05支,126,直,離,drie,簃,4
上平05支,126,直,離,drie,篪,5
上平05支,126,直,離,drie,䶵,6
上平05支,126,直,離,drie,踟,7
上平05支,126,直,離,drie,褫,8
上平05支,126,直,離,drie,䪧,9
上平05支,126,直,離,drie,䶔,10
上平05支,126,直,離,drie,誃,11
上平05支,126,直,離,drie,傂,12
上平05支,126,直,離,drie,䞾,13
上平05支,127,息,爲,sye,眭,1
上平05支,128,魚,爲,ngye,危,1
上平05支,128,魚,爲,ngye,㕒,2
上平05支,128,魚,爲,ngye,洈,3
上平05支,128,魚,爲,ngye,峗,4
上平05支,129,香,支,hje,詑,1
上平05支,129,香,支,hje,焁,2
上平05支,130,所,宜,srie,釃,1
上平05支,130,所,宜,srie,簁,2
上平05支,130,所,宜,srie,欐,3
上平05支,130,所,宜,srie,襹,4
上平05支,130,所,宜,srie,褷,5
上平05支,130,所,宜,srie,𧕯,6
上平05支,130,所,宜,srie,籭,7
上平05支,131,山,垂,srye,䪎,1
上平05支,131,山,垂,srye,䭨,2
上平05支,132,人,垂,njye,痿,1
上平05支,132,人,垂,njye,䬐,2
上平05支,133,姊,規,cye,厜,1
上平05支,133,姊,規,cye,觜,2
上平05支,133,姊,規,cye,纗,3
上平05支,133,姊,規,cye,惢,4
上平05支,133,姊,規,cye,嫢,5
上平05支,133,姊,規,cye,㭰,6
上平05支,134,居,隋,kjye,𩓸,1
上平05支,134,居,隋,kjye,𩓡,2
上平05支,134,居,隋,kjye,槻,3
上平05支,134,居,隋,kjye,規,4
上平05支,134,居,隋,kjye,鬹,5
上平05支,134,居,隋,kjye,𨾚,6
上平05支,134,居,隋,kjye,摫,7
上平05支,135,遵,爲,cye,劑,1
上平05支,135,遵,爲,cye,㭰,2
上平05支,135,遵,爲,cye,𦸺,3
上平05支,135,遵,爲,cye,臇,4
上平05支,135,遵,爲,cye,𤎱,5
上平05支,135,遵,爲,cye,㷷,6
上平05支,136,楚,危,chrye,衰,1
上平05支,136,楚,危,chrye,夊,2
上平05支,137,竹,垂,trye,腄,1
上平05支,137,竹,垂,trye,箠,2
上平05支,137,竹,垂,trye,㩾,3
上平05支,138,子,垂,cye,䮔,1
上平05支,139,叱,支,chje,眵,1
上平05支,139,叱,支,chje,䌳,2
上平05支,140,側,宜,crie,齜,1
上平05支,141,匹,支,phje,𤿎,1
上平05支,142,悅,吹,jye,䔺,1
上平05支,142,悅,吹,jye,𩁌,2
上平05支,142,悅,吹,jye,蠵,3
上平05支,142,悅,吹,jye,欈,4
上平05支,142,悅,吹,jye,𧲚,5
上平05支,142,悅,吹,jye,䝐,6
上平05支,143,士,宜,zrie,齹,1
上平06脂,144,旨,夷,cjii,脂,1
上平06脂,144,旨,夷,cjii,祗,2
上平06脂,144,旨,夷,cjii,泜,3
上平06脂,144,旨,夷,cjii,砥,4
上平06脂,144,旨,夷,cjii,栺,5
上平06脂,144,旨,夷,cjii,鴲,6
上平06脂,144,旨,夷,cjii,㴯,7
上平06脂,144,旨,夷,cjii,疻,8
上平06脂,144,旨,夷,cjii,䓜,9
上平06脂,144,旨,夷,cjii,𥁼,10
上平06脂,145,以,脂,jii,姨,1
上平06脂,145,以,脂,jii,彝,2
上平06脂,145,以,脂,jii,寅,3
上平06脂,145,以,脂,jii,夷,4
上平06脂,145,以,脂,jii,峓,5
上平06脂,145,以,脂,jii,恞,6
上平06脂,145,以,脂,jii,眱,7
